bill_id,customer_id,billing_month,amount_due,amount_paid,payment_date
B601E0B,C0311,2025-02-27,148.01,120.93,2025-03-26
B3195FD,C0311,2025-02-19,115.25,115.25,2025-03-05
BEBCC7E,C0311,2024-08-25,105.2,105.2,2024-09-24
B9A2976,C0312,2024-06-06,185.91,164.26,2024-06-09
B8C004A,C0312,2024-10-05,41.76,41.76,2024-10-06
B64104A,C0312,2025-04-24,114.1,72.71,2025-05-05
B6B99A9,C0312,2024-10-25,74.59,74.59,2024-11-19
BC36297,C0312,2024-11-14,45.72,45.72,2024-11-27
B84E2D3,C0313,2024-09-14,188.63,188.63,2024-09-23
B137E4E,C0313,2025-01-24,58.8,58.8,2025-02-08
B4929ED,C0313,2024-09-24,20.38,20.38,2024-09-26
B525619,C0314,2025-03-24,95.16,95.16,2025-04-11
B8F1050,C0314,2024-07-30,101.43,101.43,2024-08-11
BC70B09,C0314,2024-10-22,105.54,105.54,2024-11-10
B02E9AE,C0315,2024-08-05,157.15,157.15,2024-08-19
B80BD09,C0315,2025-01-11,157.1,157.1,2025-01-15
BBD63EF,C0315,2024-07-30,175.94,175.94,2024-08-24
BDBCC7A,C0315,2025-02-22,132.46,132.46,2025-03-06
B5A0476,C0316,2025-04-09,182.04,182.04,2025-04-10
BE7BB28,C0316,2024-07-04,192.45,192.45,2024-07-27
B9C9BC2,C0316,2024-08-03,69.93,40.18,2024-08-03
B959822,C0316,2025-03-02,122.96,122.96,2025-03-24
B736DFB,C0317,2025-02-11,120.99,90.95,2025-02-17
B050787,C0317,2025-03-10,191.93,191.93,2025-04-03
BF3E710,C0317,2024-11-15,29.52,29.52,2024-11-21
BF56248,C0317,2025-04-30,155.1,155.1,2025-04-30
B511A25,C0317,2024-06-16,41.65,41.65,2024-06-21
B15FB91,C0318,2025-05-08,69.49,69.49,2025-06-03
BF3E2D3,C0318,2024-12-08,147.01,147.01,2024-12-22
BC42335,C0318,2024-09-09,35.24,35.24,2024-09-19
BE26CA8,C0319,2024-10-22,126.0,126.0,2024-11-20
B08E3A6,C0319,2024-10-22,24.19,24.19,2024-11-04
B5678B0,C0319,2024-07-10,24.33,24.33,2024-07-22
B2EBDE0,C0319,2024-10-05,66.29,36.11,2024-10-10
B461A03,C0319,2025-02-14,71.36,71.36,2025-03-10
BA68F1F,C0319,2025-01-21,36.13,36.13,2025-02-03
B5536D4,C0320,2024-11-16,30.6,30.6,2024-11-21
BF325ED,C0320,2024-05-21,24.89,16.81,2024-05-31
B528E4A,C0320,2024-09-26,45.64,45.64,2024-10-04
BD24146,C0320,2024-06-04,87.59,87.59,2024-06-07
B63F6DE,C0321,2024-12-29,56.46,56.46,2025-01-16
BD36B43,C0321,2024-07-01,62.57,62.57,2024-07-17
B610713,C0321,2024-07-26,89.31,47.09,2024-08-09
BA92DCF,C0322,2024-08-26,31.78,24.95,2024-09-24
BC1CF13,C0322,2025-03-16,179.51,179.51,2025-04-15
B3DED79,C0322,2024-11-09,125.51,105.85,2024-11-29
B77275B,C0322,2024-10-07,161.34,161.34,2024-10-20
B8324BC,C0322,2025-01-16,100.28,100.28,2025-02-01
B570A97,C0322,2024-07-26,56.62,56.62,2024-08-06
B3F62BD,C0323,2024-07-16,160.76,160.76,2024-07-29
B154CA0,C0323,2024-07-29,193.04,193.04,2024-07-30
BF412FB,C0323,2024-12-02,20.18,20.18,2024-12-28
B5E8D2F,C0323,2024-09-20,131.73,131.73,2024-09-25
BD5A5D6,C0324,2024-05-17,30.83,30.83,2024-05-25
BE5A811,C0324,2024-12-25,127.62,127.62,2025-01-06
B91016C,C0324,2025-03-30,199.86,199.86,2025-04-05
B1CD106,C0325,2025-04-22,28.19,28.19,2025-05-10
B7A2F96,C0325,2025-03-08,32.59,26.54,2025-04-03
BDBD173,C0325,2025-01-28,45.14,45.14,2025-02-05
BC1D8B6,C0325,2025-03-03,178.09,178.09,2025-03-19
B2CFE3D,C0325,2024-12-25,192.34,192.34,2025-01-15
BDDC5C8,C0326,2024-12-26,134.33,134.33,2025-01-17
BD2290D,C0326,2024-10-16,101.49,101.49,2024-10-26
B6223DB,C0326,2025-03-23,81.49,81.49,2025-04-11
B34B265,C0326,2024-08-27,79.12,79.12,2024-08-31
BBCDF8D,C0326,2024-07-06,136.36,97.42,2024-08-03
B75F5E8,C0327,2025-05-08,141.09,141.09,2025-06-05
B990EA3,C0327,2024-11-26,145.37,145.37,2024-12-08
B0AB000,C0327,2024-05-14,116.86,116.86,2024-06-03
BBC4097,C0328,2024-12-04,116.96,116.96,2024-12-30
BC4C50D,C0328,2025-01-17,140.89,140.89,2025-01-28
B4F493D,C0328,2024-09-30,194.97,194.97,2024-10-19
B69F5E4,C0329,2025-03-10,89.62,89.62,2025-04-04
BF8C87D,C0329,2024-07-26,145.47,103.02,2024-08-24
BA62D73,C0329,2024-06-23,54.74,45.68,2024-07-17
B3A55F8,C0329,2024-10-05,70.6,70.6,2024-10-16
B37B67E,C0329,2024-12-27,54.47,54.47,2025-01-16
BCCD805,C0330,2025-03-07,165.51,165.51,2025-03-22
BD55D82,C0330,2025-05-05,194.11,140.1,2025-05-27
BE8237E,C0330,2025-03-10,147.25,147.25,2025-03-16
BE82E3D,C0330,2024-10-28,197.17,197.17,2024-10-31
B440FFD,C0330,2024-07-18,176.58,176.58,2024-08-02
B66559D,C0331,2024-09-08,119.32,119.32,2024-09-26
B159E90,C0331,2024-12-24,140.99,140.99,2024-12-29
B9C4655,C0331,2025-02-08,31.76,16.81,2025-02-16
BD336F8,C0331,2024-08-03,188.04,188.04,2024-08-31
B2F4B27,C0332,2024-08-11,54.53,54.53,2024-09-02
B75A9C0,C0332,2024-08-08,141.99,141.99,2024-08-29
B45C272,C0332,2024-12-11,120.82,120.82,2025-01-10
B2B2430,C0332,2024-06-09,96.88,96.88,2024-06-29
B9FB168,C0332,2025-03-24,29.34,29.34,2025-04-06
B4CFEBC,C0333,2025-03-19,69.33,69.33,2025-04-02
B9DBBE2,C0333,2024-10-09,109.2,109.2,2024-10-10
B27DB57,C0333,2024-11-24,179.08,179.08,2024-12-02
B7B2A1D,C0333,2024-05-28,185.31,185.31,2024-06-07
BFE6218,C0333,2024-11-30,20.93,20.93,2024-12-02
B904393,C0333,2024-08-08,178.42,178.42,2024-08-31
BB1E6FE,C0334,2024-09-15,196.06,196.06,2024-09-17
B6E18DC,C0334,2025-04-26,185.06,185.06,2025-05-06
B2F2B20,C0334,2024-09-07,75.95,75.95,2024-09-10
BB0C035,C0334,2025-02-09,25.02,25.02,2025-02-09
B977E9C,C0335,2025-01-19,171.29,171.29,2025-02-03
B74B977,C0335,2024-11-12,62.9,62.9,2024-11-13
B2DC437,C0335,2025-02-16,167.89,167.89,2025-02-23
BA10C77,C0335,2024-12-28,189.84,189.84,2025-01-16
B3611BA,C0335,2024-05-30,98.94,69.35,2024-06-02
B185AD3,C0336,2024-07-31,195.41,195.41,2024-08-12
B3072FE,C0336,2024-06-09,76.39,76.39,2024-06-11
BE1F491,C0336,2024-05-26,160.88,138.53,2024-05-27
BD12E6F,C0337,2024-11-10,129.93,129.93,2024-11-13
B80ACF1,C0337,2024-08-05,141.96,141.96,2024-08-14
B50A1BD,C0337,2024-12-12,172.99,172.99,2024-12-31
BB41528,C0337,2025-04-26,155.35,155.35,2025-05-15
BCD61E2,C0337,2025-05-07,161.75,161.75,2025-05-21
B528DF2,C0338,2024-09-22,103.56,103.56,2024-10-11
B76588C,C0338,2024-06-30,131.46,131.46,2024-07-30
B7A126C,C0338,2024-05-12,141.64,103.79,2024-05-30
B6C9266,C0338,2024-08-01,54.65,41.96,2024-08-03
B007E53,C0338,2024-11-20,126.72,126.72,2024-12-18
B188C98,C0338,2024-08-01,123.18,123.18,2024-08-09
BAF3048,C0339,2024-08-25,95.78,95.78,2024-09-08
BE05CD9,C0339,2024-06-14,53.47,27.8,2024-06-18
B18B926,C0339,2024-11-09,76.1,76.1,2024-12-09
B8BE4A2,C0339,2024-07-29,137.31,137.31,2024-08-16
B1E8252,C0339,2024-09-14,179.34,179.34,2024-09-18
B753984,C0340,2025-04-22,75.56,75.56,2025-05-03
BED87D0,C0340,2024-11-19,194.65,194.65,2024-12-10
B186B6B,C0340,2025-04-12,142.09,103.47,2025-05-08
B6293DB,C0340,2025-04-13,120.7,79.02,2025-04-19
BC337BF,C0340,2024-12-10,135.3,135.3,2024-12-12
B4D91C5,C0340,2024-06-30,81.48,81.48,2024-07-22
B874B16,C0341,2024-05-11,127.96,127.96,2024-05-29
B6584CE,C0341,2025-04-08,121.9,121.9,2025-04-17
B57D6F7,C0341,2024-07-07,95.37,95.37,2024-07-21
BF431DC,C0341,2024-11-15,177.7,177.7,2024-11-30
B181D71,C0341,2024-12-06,59.49,35.72,2024-12-13
BB043C5,C0341,2025-02-19,103.98,103.98,2025-03-06
B6AAC33,C0342,2024-05-13,165.31,165.31,2024-05-25
B653D83,C0342,2025-01-06,53.16,53.16,2025-01-17
B500577,C0342,2024-12-13,21.78,21.78,2024-12-30
BDF28D5,C0342,2024-10-25,40.73,40.73,2024-10-31
B3F41DB,C0342,2025-04-04,133.64,133.64,2025-04-15
BCD4F80,C0343,2024-12-05,195.56,195.56,2024-12-14
BAF8D7B,C0343,2025-01-24,51.35,51.35,2025-02-16
B371706,C0343,2024-08-08,51.37,51.37,2024-08-15
BB03EDF,C0344,2024-08-06,55.28,55.28,2024-08-14
B28F740,C0344,2025-01-24,183.92,148.03,2025-02-05
B609827,C0344,2024-12-14,137.88,137.88,2024-12-24
B778604,C0344,2025-03-01,188.5,188.5,2025-03-08
B89C203,C0345,2024-11-02,165.71,165.71,2024-12-02
B515E86,C0345,2025-02-14,114.85,114.85,2025-03-05
BAAC9B7,C0345,2024-11-19,178.7,178.7,2024-11-21
B961FAD,C0345,2024-10-29,41.33,41.33,2024-11-02
BF2233A,C0345,2024-09-29,163.08,163.08,2024-10-11
B055373,C0346,2025-02-14,77.23,77.23,2025-03-06
B73FD56,C0346,2024-11-06,64.02,49.76,2024-11-12
BD1A61C,C0346,2025-03-29,173.8,173.8,2025-04-02
BCE74C7,C0346,2024-11-15,78.98,67.77,2024-12-12
BC0BA0D,C0346,2025-04-10,42.76,42.76,2025-04-28
B635882,C0347,2024-07-03,57.66,41.04,2024-07-24
B683F7C,C0347,2024-08-10,130.68,130.68,2024-08-22
B29BF5A,C0347,2024-09-25,155.24,155.24,2024-10-11
B6C2C26,C0347,2024-06-18,87.37,87.37,2024-06-23
B8D90EF,C0347,2025-02-03,77.93,77.93,2025-02-25
BC2C6A1,C0347,2025-01-14,106.99,106.99,2025-01-29
B9592AC,C0348,2024-09-16,124.61,124.61,2024-10-11
BC2D108,C0348,2024-10-05,125.12,74.92,2024-10-11
BD4E3BF,C0348,2025-04-01,101.37,101.37,2025-04-07
BCA4D4F,C0348,2024-11-01,75.08,75.08,2024-11-19
BE795D5,C0348,2025-03-10,48.3,48.3,2025-03-18
B36CDC7,C0349,2025-04-19,44.18,30.93,2025-04-30
B64023A,C0349,2025-03-31,61.43,44.88,2025-04-10
B0E6791,C0349,2024-08-29,96.7,96.7,2024-09-11
B87D0DA,C0350,2024-10-12,164.81,164.81,2024-10-24
B14E20A,C0350,2024-10-24,24.45,24.45,2024-11-01
B8DBBA7,C0350,2024-08-17,136.16,136.16,2024-08-19
B9391E7,C0350,2024-11-28,73.01,73.01,2024-12-15
B7752E1,C0350,2024-12-29,135.86,135.86,2025-01-27
BEC02C1,C0351,2024-10-16,37.71,19.5,2024-10-22
B87B93E,C0351,2024-05-17,80.08,80.08,2024-05-25
BB12ECF,C0351,2024-06-13,74.49,74.49,2024-07-04
B29C48F,C0351,2025-03-26,172.18,172.18,2025-04-14
BDBE81E,C0352,2025-02-26,199.71,199.71,2025-03-21
B524169,C0352,2024-11-10,117.76,117.76,2024-12-04
B1FF512,C0352,2025-04-12,73.91,73.91,2025-05-07
B11C083,C0352,2025-03-09,199.43,199.43,2025-04-04
B59610B,C0353,2025-02-21,104.96,104.96,2025-03-17
BC02135,C0353,2025-04-18,191.27,191.27,2025-04-25
B613C5A,C0353,2024-05-16,60.85,60.85,2024-05-31
BD8CB0C,C0354,2024-10-05,112.85,112.85,2024-10-29
BDC5FA5,C0354,2024-07-26,104.37,104.37,2024-08-05
B8DE7B9,C0354,2024-05-29,162.54,162.54,2024-06-04
B782AA0,C0354,2025-02-19,97.18,97.18,2025-03-04
B549B0F,C0355,2024-12-31,98.96,98.96,2024-12-31
B5910F1,C0355,2024-08-09,87.45,87.45,2024-08-13
B9F12A4,C0355,2024-10-07,75.0,75.0,2024-10-22
BF30FCD,C0355,2024-05-20,165.87,165.87,2024-05-30
B426C82,C0356,2024-08-30,95.45,95.45,2024-09-11
BBA33BE,C0356,2025-03-18,157.31,157.31,2025-03-27
BDCF8A5,C0356,2024-10-22,78.69,67.15,2024-11-20
B15BDDB,C0356,2024-06-12,45.04,45.04,2024-06-22
B7ED824,C0357,2025-02-09,196.43,196.43,2025-02-21
B03DA5C,C0357,2024-06-23,31.47,31.47,2024-07-08
BD903F4,C0357,2025-04-12,39.55,39.55,2025-04-26
B62B2E4,C0357,2024-05-18,135.02,135.02,2024-05-23
BA3F6FD,C0357,2025-01-29,38.78,38.78,2025-01-30
B5F56FA,C0357,2024-07-02,168.77,168.77,2024-07-02
B6E2F16,C0358,2024-06-11,55.82,55.82,2024-06-23
B9BBC28,C0358,2025-04-30,71.09,71.09,2025-05-21
BEDA1C6,C0358,2025-01-17,114.39,114.39,2025-01-28
B213962,C0358,2024-10-29,113.34,113.34,2024-11-25
B6594DD,C0359,2025-05-08,90.4,90.4,2025-05-12
B2CA9C8,C0359,2025-02-17,116.56,116.56,2025-02-19
B19D7C1,C0359,2024-09-06,90.02,90.02,2024-09-12
BF38302,C0359,2024-11-27,43.39,43.39,2024-12-10
B405133,C0359,2024-08-30,167.22,167.22,2024-09-04
BD54A55,C0359,2025-01-02,128.67,128.67,2025-01-20
B24F518,C0360,2025-03-01,110.45,110.45,2025-03-09
BDABF74,C0360,2025-04-11,56.31,56.31,2025-04-25
B6D5AF7,C0360,2025-01-12,31.51,31.51,2025-02-06
B7649E6,C0360,2025-04-24,64.43,64.43,2025-05-12
BC79B5A,C0361,2024-11-17,102.84,102.84,2024-12-10
B404110,C0361,2025-03-23,36.4,36.4,2025-04-21
B865DA6,C0361,2025-04-28,102.14,102.14,2025-05-20
B58B934,C0361,2024-12-25,162.62,162.62,2025-01-20
B4498DC,C0361,2025-04-16,165.8,165.8,2025-04-23
B9CA05E,C0361,2024-09-27,52.32,52.32,2024-10-10
BA15EC1,C0362,2025-01-03,89.24,89.24,2025-01-25
BB47CE2,C0362,2024-09-01,122.35,122.35,2024-10-01
B423DE6,C0362,2025-01-12,27.86,27.86,2025-01-17
B5ECAA4,C0362,2025-03-01,69.28,69.28,2025-03-10
B5BB705,C0362,2025-01-09,140.0,115.77,2025-02-06
B0BFEAA,C0362,2025-02-22,59.11,59.11,2025-03-18
B4DA469,C0363,2025-01-22,199.16,109.01,2025-02-15
B7DCB8F,C0363,2024-05-18,160.31,160.31,2024-05-23
B35E87D,C0363,2024-09-09,65.5,65.5,2024-09-23
BCA87D8,C0364,2024-06-15,33.18,33.18,2024-07-08
BDD72FD,C0364,2024-07-18,103.14,103.14,2024-07-30
BEB52D0,C0364,2025-01-07,174.04,174.04,2025-01-07
BC4FAAA,C0365,2024-07-30,40.64,40.64,2024-08-09
B34BDFB,C0365,2024-05-09,140.65,140.65,2024-05-23
B7805AB,C0365,2024-08-03,32.28,32.28,2024-08-10
BB097E8,C0365,2024-08-11,148.44,148.44,2024-08-26
BB0FC68,C0365,2024-09-10,167.68,167.68,2024-09-15
B3F501D,C0366,2025-02-18,129.26,129.26,2025-02-21
B8581B0,C0366,2024-07-11,116.24,116.24,2024-07-13
B5D7374,C0366,2024-09-07,140.85,87.74,2024-09-21
B69A93C,C0367,2024-06-02,52.03,52.03,2024-06-30
BF3515D,C0367,2024-06-09,141.51,141.51,2024-07-01
B6C9A6B,C0367,2025-03-06,28.6,28.6,2025-03-22
B54FEC7,C0367,2025-04-04,135.38,135.38,2025-05-02
BFC9677,C0367,2025-03-04,38.5,38.5,2025-03-18
B02F0C7,C0368,2025-01-21,127.68,85.52,2025-01-27
BEEDBBD,C0368,2024-09-01,187.19,187.19,2024-09-08
BABFA7B,C0368,2025-04-01,56.0,28.7,2025-04-01
BB2CFBF,C0369,2025-01-21,167.69,167.69,2025-01-23
B36256E,C0369,2024-09-07,59.7,59.7,2024-10-02
BD66544,C0369,2025-03-08,170.37,170.37,2025-03-31
B6174B6,C0369,2025-05-09,50.07,50.07,2025-05-12
BB6527C,C0369,2024-09-13,166.81,166.81,2024-10-03
B766B40,C0370,2024-05-11,132.44,132.44,2024-05-23
B1C073A,C0370,2024-08-09,189.01,112.69,2024-08-20
BA408DC,C0370,2024-07-24,78.21,62.12,2024-07-24
B269BC7,C0370,2024-12-24,90.05,90.05,2024-12-26
BC33CEF,C0371,2024-11-21,136.99,136.99,2024-11-23
B0CDDA3,C0371,2024-09-28,179.38,179.38,2024-10-22
B396157,C0371,2025-01-18,127.8,127.8,2025-01-21
B619484,C0371,2024-11-26,148.26,148.26,2024-12-25
B631DE2,C0371,2024-07-08,173.08,173.08,2024-08-07
B6E229B,C0372,2024-09-02,127.98,127.98,2024-09-24
B776381,C0372,2024-08-26,89.94,89.94,2024-09-19
BB35867,C0372,2024-11-27,144.87,144.87,2024-12-17
BF1A163,C0373,2024-09-15,196.04,196.04,2024-09-17
BEA41C1,C0373,2024-10-08,80.32,80.32,2024-10-26
B251F06,C0373,2024-09-03,100.8,100.8,2024-09-26
B20A50D,C0373,2024-05-14,61.84,61.84,2024-05-14
BD91CA8,C0373,2024-05-14,61.87,61.87,2024-06-11
BD29FAA,C0374,2024-06-04,75.59,75.59,2024-06-28
B2B08FA,C0374,2024-08-30,63.84,35.87,2024-09-14
B0DCC7B,C0374,2025-04-29,73.39,73.39,2025-05-05
B1204E1,C0375,2024-06-23,62.85,62.85,2024-07-23
BB44FB0,C0375,2024-12-05,99.87,99.87,2024-12-09
BCF0379,C0375,2025-03-05,70.06,70.06,2025-03-29
B4E18C2,C0376,2025-02-20,113.76,113.76,2025-03-12
BF83F8B,C0376,2025-02-09,166.29,166.29,2025-02-16
B8F8DD4,C0376,2024-09-13,172.45,172.45,2024-09-20
B5C3381,C0377,2025-02-16,117.08,117.08,2025-03-09
B61811F,C0377,2024-12-08,197.91,197.91,2024-12-30
BA91E58,C0377,2024-11-16,149.51,149.51,2024-11-28
B300238,C0377,2024-06-02,113.86,113.86,2024-06-22
B82761F,C0378,2024-09-07,31.63,31.63,2024-10-07
B96FE89,C0378,2024-10-26,54.64,54.64,2024-10-30
B750FB5,C0378,2024-05-14,188.89,109.21,2024-05-31
B0151B8,C0379,2025-01-10,62.54,51.67,2025-01-19
BD81A34,C0379,2025-02-20,49.55,49.55,2025-03-05
BEB7247,C0379,2025-03-16,51.76,51.76,2025-03-25
B742BDA,C0379,2024-12-23,123.76,123.76,2024-12-29
BEC94EA,C0380,2025-03-30,175.24,175.24,2025-04-29
B040C8B,C0380,2025-03-17,195.06,195.06,2025-03-22
B166F08,C0380,2025-04-23,104.73,104.73,2025-05-12
BAB80D4,C0380,2024-06-09,152.29,152.29,2024-07-05
BB9E124,C0380,2025-05-03,191.68,191.68,2025-05-27
BB75D2F,C0381,2025-04-08,96.93,88.0,2025-04-17
BC58B0C,C0381,2024-06-24,127.13,127.13,2024-07-17
B73697B,C0381,2024-08-01,51.63,51.63,2024-08-10
BD84393,C0381,2024-06-26,101.65,101.65,2024-07-15
B6AB345,C0381,2025-01-05,106.55,106.55,2025-01-27
BE9B433,C0381,2024-12-20,104.47,104.47,2024-12-26
B93B873,C0382,2024-11-29,22.31,22.31,2024-12-22
BAC084A,C0382,2024-08-13,87.37,87.37,2024-08-26
B55E61A,C0382,2024-05-29,189.25,189.25,2024-06-09
B188FCC,C0383,2024-12-03,108.12,108.12,2024-12-21
BF702A6,C0383,2025-02-12,32.82,32.82,2025-03-13
B974334,C0383,2025-02-22,42.41,42.41,2025-02-27
B8E01C5,C0383,2024-06-28,54.96,54.96,2024-07-06
BF97DC5,C0383,2024-11-06,158.83,158.83,2024-11-17
B18A3FB,C0383,2025-02-26,111.73,111.73,2025-03-20
B58DA1E,C0384,2024-10-31,145.36,145.36,2024-11-29
BE66634,C0384,2025-03-29,96.33,96.33,2025-04-13
B6DBDA4,C0384,2024-06-29,26.21,26.21,2024-07-19
BF57EEC,C0384,2024-07-04,147.18,117.68,2024-07-08
BEDCA47,C0384,2024-07-29,67.04,67.04,2024-08-19
B0A5F51,C0385,2025-02-16,65.77,65.77,2025-03-18
BA2BE4B,C0385,2025-02-19,139.27,139.27,2025-02-22
BCAC66D,C0385,2024-08-10,158.77,158.77,2024-09-08
BE82210,C0385,2025-02-03,89.18,89.18,2025-03-03
B2C8F80,C0386,2024-06-23,113.34,113.34,2024-07-06
B90C8F6,C0386,2025-04-07,49.85,49.85,2025-04-29
B38D8D0,C0386,2025-04-22,74.4,74.4,2025-05-13
B1C37E0,C0387,2025-02-19,125.49,125.49,2025-03-15
B569CA1,C0387,2024-08-11,177.75,177.75,2024-08-13
BF27234,C0387,2025-02-11,39.67,39.67,2025-03-08
B85140C,C0387,2024-09-11,81.99,68.62,2024-10-10
B6A9E8A,C0387,2024-10-27,154.69,154.69,2024-10-27
B9DD11F,C0387,2024-07-24,197.66,197.66,2024-07-24
B7CDE89,C0388,2025-03-08,32.57,32.57,2025-03-24
B1C8F44,C0388,2024-07-19,95.03,95.03,2024-08-01
BE6D1D9,C0388,2025-03-15,50.71,50.71,2025-04-06
B464D37,C0389,2024-08-26,55.64,55.64,2024-09-25
B436680,C0389,2024-10-18,39.84,39.84,2024-10-24
B98ED53,C0389,2025-03-08,53.41,31.1,2025-04-01
BB66B94,C0389,2024-12-22,54.54,54.54,2025-01-18
B782409,C0390,2025-02-13,99.33,99.33,2025-02-16
BA3D7EB,C0390,2024-10-09,176.31,176.31,2024-10-18
BC9CB70,C0390,2025-03-28,35.43,18.74,2025-03-28
BE5E938,C0390,2025-01-01,125.42,125.42,2025-01-22
B591717,C0390,2024-09-09,156.9,97.24,2024-10-09
B51457C,C0390,2024-11-15,21.3,21.3,2024-11-16
B7871FE,C0391,2024-09-26,57.99,57.99,2024-10-08
B2E5A1A,C0391,2025-02-20,128.54,128.54,2025-03-16
BBD3B2B,C0391,2025-03-05,67.85,67.85,2025-03-29
BBC4FC9,C0392,2024-07-29,128.79,128.79,2024-08-19
B137E4E,C0392,2024-05-20,180.23,180.23,2024-06-15
B6E69B9,C0392,2024-09-04,63.13,63.13,2024-09-16
B5976B8,C0392,2024-11-19,88.12,58.18,2024-11-29
BE7D01A,C0392,2024-05-26,165.13,147.25,2024-06-07
BBE1A71,C0393,2025-05-07,24.62,18.19,2025-06-06
B966F3C,C0393,2025-01-21,145.87,145.87,2025-02-01
B5AC950,C0393,2024-05-29,101.35,101.35,2024-06-25
B60151B,C0393,2024-08-25,105.54,105.54,2024-08-31
B482CDC,C0394,2024-06-25,197.51,197.51,2024-07-21
B246574,C0394,2025-01-16,77.99,77.99,2025-02-12
B63CB00,C0394,2025-01-16,28.24,28.24,2025-01-26
BD45F63,C0395,2025-04-09,62.04,62.04,2025-05-02
BA48DD3,C0395,2024-08-26,130.27,90.22,2024-09-24
B60C238,C0395,2024-10-12,189.47,189.47,2024-11-02
B1D375A,C0395,2025-02-02,174.28,174.28,2025-02-25
B569489,C0395,2025-04-05,89.27,89.27,2025-04-27
B5E5A1F,C0395,2024-11-11,45.77,45.77,2024-11-29
B06F665,C0396,2024-06-01,43.02,43.02,2024-06-10
B0E336A,C0396,2024-06-18,169.82,169.82,2024-07-15
BCA4D4E,C0396,2024-05-11,104.02,104.02,2024-06-10
B156B02,C0397,2024-12-16,106.79,106.79,2024-12-23
B29C30E,C0397,2025-04-30,58.1,58.1,2025-05-21
B44B6B6,C0397,2024-05-27,145.98,138.24,2024-05-27
BD85715,C0398,2025-02-21,187.22,187.22,2025-03-05
BBD005E,C0398,2024-06-25,157.94,157.94,2024-07-03
BB2CB06,C0398,2024-10-02,139.87,139.87,2024-10-23
BAC73FB,C0398,2025-03-09,42.16,31.22,2025-04-01
B48138D,C0399,2024-05-23,36.28,36.28,2024-06-19
BA6DC23,C0399,2025-04-10,60.29,60.29,2025-05-09
B85EEFE,C0399,2024-12-27,128.12,128.12,2025-01-08
BD038C9,C0399,2024-08-10,183.83,183.83,2024-09-02
B23A10C,C0399,2025-04-30,88.7,88.7,2025-05-17
B6C1F70,C0399,2024-09-24,193.92,193.92,2024-10-01
B0008A3,C0400,2024-06-18,66.64,66.64,2024-06-21
B7F4858,C0400,2024-12-06,36.05,36.05,2025-01-04
B7C6BCB,C0400,2024-09-17,53.87,53.87,2024-10-05
B20C316,C0400,2024-07-16,86.19,86.19,2024-08-15
B3CDF61,C0401,2024-11-15,123.85,65.37,2024-12-02
B28F6BD,C0401,2024-12-03,54.17,54.17,2024-12-16
B9E6E51,C0401,2024-11-07,77.54,77.54,2024-11-28
B5E5208,C0401,2024-09-26,188.11,150.24,2024-10-14
B7A563C,C0401,2025-05-06,59.99,59.99,2025-05-23
B389557,C0401,2024-06-02,173.43,173.43,2024-06-28
BDE3662,C0402,2024-08-25,170.7,170.7,2024-09-08
B47E922,C0402,2024-07-22,46.54,46.54,2024-08-14
B251527,C0402,2024-12-27,139.76,139.76,2025-01-18
B7F37AE,C0402,2024-06-22,26.18,26.18,2024-07-08
B545245,C0402,2024-09-05,198.26,188.07,2024-09-27
B9B9BD2,C0403,2024-12-12,133.59,133.59,2024-12-21
B121B20,C0403,2024-11-24,146.75,146.75,2024-12-19
BF48D3E,C0403,2025-01-10,79.97,79.97,2025-01-16
B48EF87,C0403,2024-08-18,172.65,172.65,2024-08-25
B8C0DCA,C0403,2024-10-22,146.07,129.92,2024-10-27
BAE0D00,C0403,2024-11-18,174.22,174.22,2024-11-27
BD08027,C0404,2025-04-17,198.39,198.39,2025-04-27
B70CF25,C0404,2024-07-09,96.04,96.04,2024-07-20
B0BA80D,C0404,2024-11-15,156.39,156.39,2024-12-01
B777C8B,C0404,2025-01-06,150.82,150.82,2025-02-04
BEF9BF8,C0405,2025-01-10,146.2,146.2,2025-01-13
B86FCF4,C0405,2024-10-18,43.56,43.56,2024-11-05
B283D10,C0405,2024-06-01,175.85,161.88,2024-06-10
B53923E,C0405,2025-04-29,102.36,102.36,2025-05-03
BB82A0B,C0406,2025-03-09,145.27,145.27,2025-03-13
BE82AA8,C0406,2024-05-24,57.76,57.76,2024-05-30
B3CAAAC,C0406,2025-04-08,152.36,125.95,2025-04-26
B81378B,C0406,2024-07-14,38.35,38.35,2024-08-10
B6C8637,C0406,2024-07-02,46.57,46.57,2024-07-15
B612BF2,C0406,2024-05-23,142.3,142.3,2024-05-24
B321B10,C0407,2025-01-05,84.01,84.01,2025-02-04
BFA3D34,C0407,2025-02-16,29.44,29.44,2025-03-08
B20E8D4,C0407,2024-10-06,80.93,80.93,2024-10-10
BF8FB5B,C0408,2024-09-21,64.1,43.49,2024-09-30
B1D513B,C0408,2024-07-24,143.84,143.84,2024-08-13
BF63E94,C0408,2024-12-15,154.14,154.14,2025-01-09
B44953D,C0408,2024-08-06,140.73,99.73,2024-09-01
BC6EA9C,C0408,2024-12-19,137.06,137.06,2025-01-08
BBFD42F,C0408,2024-10-27,100.12,55.31,2024-10-30
BD4C475,C0409,2024-07-15,135.45,135.45,2024-07-22
B0571E0,C0409,2024-09-07,24.14,24.14,2024-09-25
BC7FFA0,C0409,2024-06-28,106.31,106.31,2024-07-01
B15F766,C0409,2024-09-26,162.98,162.98,2024-10-11
