usage_id,customer_id,call_minutes,data_usage_gb,sms_count,usage_date
U1202C6,C0387,257.92,46.27,112,2024-11-18
UB7F9EC,C0387,283.93,68.55,273,2024-11-17
U170C4D,C0387,244.16,48.51,49,2024-08-26
UC2834D,C0388,172.91,8.24,268,2024-12-14
U63CAB0,C0388,478.0,37.5,185,2024-08-27
UCBDD58,C0388,233.73,59.69,52,2024-12-31
UEFB39C,C0388,260.59,77.23,220,2024-05-21
UABD938,C0388,359.27,54.85,163,2024-10-07
UAD3C42,C0388,377.21,10.53,67,2024-11-29
UD05010,C0389,302.58,7.38,65,2025-01-30
U129B2F,C0389,346.2,49.37,86,2024-09-05
UB6EC35,C0389,260.08,72.6,206,2024-12-27
U26CE40,C0389,437.43,27.29,41,2025-03-15
U8F6CD2,C0389,248.87,39.39,39,2025-03-22
U68707B,C0390,50.89,49.34,235,2024-07-14
UAC601F,C0390,451.43,45.76,59,2025-02-27
UDEB623,C0390,127.25,11.44,250,2025-03-25
U3CA5AB,C0390,341.42,34.42,93,2024-06-02
U55596D,C0391,177.92,20.14,251,2025-04-01
UBBE38C,C0391,217.31,29.91,47,2024-05-19
U1101F5,C0391,432.07,70.31,164,2024-06-10
UA1EC5B,C0391,224.27,70.26,172,2025-01-16
U61D62B,C0391,64.02,17.55,56,2024-10-01
U0F09A0,C0392,93.06,8.1,168,2025-01-01
U32F0B9,C0392,133.4,55.61,211,2024-11-09
U51A367,C0392,94.36,7.89,99,2024-10-16
U15CA7C,C0392,150.79,19.12,170,2024-08-08
UAF2E44,C0392,21.51,16.53,205,2025-01-06
U703795,C0392,16.06,38.13,212,2024-08-07
U781825,C0393,169.62,24.47,151,2024-07-28
U0F6B97,C0393,219.67,25.57,129,2024-11-08
UF30729,C0393,274.03,9.63,250,2024-07-15
U757DD1,C0393,116.66,78.46,90,2025-03-27
UE5827E,C0393,61.81,10.6,168,2024-12-03
U95F941,C0393,453.69,41.05,250,2025-04-01
UD6030E,C0394,146.95,3.68,179,2024-09-28
U5C6269,C0394,38.46,61.68,174,2024-08-06
U56FF8E,C0394,42.48,25.17,194,2024-09-29
U5B8EF5,C0394,192.97,43.86,212,2024-11-17
UA70937,C0394,168.38,33.74,288,2024-10-18
UE09C77,C0394,460.68,55.33,112,2025-05-03
U348AFC,C0395,396.71,23.81,251,2025-03-21
U171410,C0395,48.32,24.98,84,2024-12-09
U6079A5,C0395,176.34,19.45,265,2024-11-26
U9E3994,C0395,419.56,73.81,127,2024-07-19
UD7AC2D,C0395,139.17,66.58,13,2024-09-12
U4B2B07,C0395,217.73,62.23,69,2025-04-26
U1846F7,C0396,216.57,30.9,215,2024-09-20
UD67F68,C0396,384.57,75.96,21,2024-12-11
UB1E681,C0396,439.58,65.53,25,2024-11-01
UA9ACDD,C0396,434.83,71.41,119,2024-12-17
UB826DA,C0396,114.86,30.38,249,2024-12-27
U359E56,C0396,232.53,25.26,48,2024-05-28
U2E44AC,C0397,432.54,71.73,286,2025-03-22
UD325B1,C0397,133.44,47.04,62,2024-09-30
UD5DE12,C0397,377.18,61.07,266,2024-11-06
U1E52A6,C0398,493.26,4.87,6,2024-11-12
UDFCC3C,C0398,116.74,73.41,140,2024-12-27
UFCCF64,C0398,27.23,58.99,171,2024-08-07
U6D0430,C0398,371.16,41.14,244,2024-05-21
UDC7882,C0399,460.56,39.11,69,2025-01-24
U15DEFF,C0399,409.61,73.26,108,2024-11-11
UB2D12F,C0399,49.07,1.36,203,2024-10-12
U868C07,C0400,147.9,35.13,184,2025-03-20
U87DDFC,C0400,57.26,75.72,136,2025-02-19
U739D64,C0400,242.7,63.36,255,2024-05-24
U98FAA9,C0400,360.91,51.58,239,2025-01-19
U765973,C0400,267.72,41.2,155,2024-06-30
UA8E29F,C0400,181.33,40.3,251,2024-12-14
U065AD7,C0401,237.97,46.69,43,2024-09-11
U6A3FF5,C0401,58.49,69.97,44,2025-01-03
U7C2E40,C0401,234.47,76.97,150,2025-03-20
U0A018C,C0401,214.2,51.96,27,2024-07-04
UC50AC0,C0401,466.2,47.32,90,2025-01-12
U51A0F6,C0402,322.92,45.9,181,2024-11-04
U1EA494,C0402,57.25,43.34,104,2024-09-18
U48147A,C0402,474.65,61.07,264,2024-05-19
UD4EAF2,C0402,481.46,31.7,217,2025-04-13
U7A66B1,C0403,81.59,2.16,95,2024-07-03
UBA51B8,C0403,471.61,75.18,169,2024-05-16
UBC74DF,C0403,39.63,18.65,25,2025-02-18
UDEAAC6,C0403,440.33,73.31,133,2024-06-16
U27A77B,C0403,55.95,22.17,86,2025-02-15
U328C14,C0404,369.82,79.82,191,2025-03-14
U9EC00F,C0404,423.51,79.88,114,2024-10-24
U40D726,C0404,115.84,14.63,288,2025-03-12
UC50062,C0405,304.09,38.37,27,2024-06-07
U7F1EC7,C0405,131.87,79.17,291,2025-02-02
U581CB9,C0405,214.61,55.3,15,2024-05-24
UDF70D3,C0405,274.57,63.03,290,2025-03-27
U10F5E0,C0405,90.65,57.62,244,2024-10-06
U1EC8DE,C0406,157.5,25.73,267,2024-12-21
UB88F91,C0406,478.89,43.65,203,2025-03-19
U987E82,C0406,44.23,55.73,290,2024-05-21
UDB5A8F,C0407,211.48,30.45,58,2025-01-26
U301B46,C0407,475.42,75.23,100,2024-11-09
U307951,C0407,174.28,50.67,206,2024-06-10
U76BE94,C0407,377.8,79.44,116,2024-09-15
U4C5E8B,C0407,493.7,10.08,101,2024-12-22
U839572,C0407,467.91,73.33,97,2024-09-15
U9B5018,C0408,283.65,66.88,295,2024-09-05
U97B506,C0408,435.22,57.2,185,2025-05-06
UD62837,C0408,130.06,74.42,91,2025-04-18
U886FFF,C0408,436.37,73.02,16,2025-01-29
UD03FAD,C0408,264.7,26.88,21,2024-06-07
U44C9E0,C0409,33.39,62.41,89,2024-07-11
U693953,C0409,147.04,78.18,230,2024-12-08
U30BDAD,C0409,25.69,32.65,128,2025-01-01
UCCA42A,C0409,99.83,19.87,251,2024-09-26
U400665,C0409,364.19,17.81,104,2024-10-18
UE61E5C,C0410,410.45,12.35,32,2024-10-14
UDE9DF5,C0410,153.25,50.29,63,2024-10-30
UFE44B0,C0410,402.92,46.0,246,2024-10-14
U447AED,C0410,436.85,31.79,38,2024-11-17
U55449A,C0410,382.23,62.8,240,2024-07-05
UE58003,C0411,366.51,76.96,90,2025-02-03
U28EDB1,C0411,58.29,65.34,253,2025-02-03
U9ED761,C0411,76.54,71.44,277,2025-01-31
UFD0819,C0411,385.81,6.93,174,2024-05-23
U94828D,C0411,447.76,72.28,172,2024-07-12
U455239,C0412,368.7,39.48,290,2024-07-19
U29D154,C0412,216.7,6.87,73,2024-10-22
UD5A72D,C0412,144.19,5.3,140,2024-10-01
UB467D9,C0413,410.07,49.97,214,2025-03-10
UC96BB8,C0413,352.56,77.92,163,2025-01-01
U18BFE3,C0413,55.11,32.01,87,2024-12-29
U972F26,C0413,245.9,22.47,247,2024-10-15
U3A16FE,C0413,35.24,34.22,272,2024-10-29
UF080FD,C0413,451.85,34.96,259,2025-01-08
UE0E1F4,C0414,89.83,61.73,109,2024-05-23
U6996F0,C0414,226.43,30.08,229,2024-06-22
U4C75E1,C0414,236.62,54.25,237,2025-04-29
UD79758,C0414,70.26,5.73,292,2024-10-04
U988242,C0414,484.03,68.41,44,2025-02-04
U8780D9,C0414,251.4,57.84,244,2025-02-14
UDBB0CA,C0415,336.27,60.29,250,2024-06-27
UFAFEBA,C0415,322.1,0.61,87,2025-02-01
U8EF457,C0415,326.87,46.4,217,2024-08-24
UDE1288,C0416,370.91,24.83,93,2024-07-26
U4A1B8E,C0416,226.8,79.24,148,2024-11-09
U92B72A,C0416,475.01,0.51,5,2025-01-31
UA026AC,C0416,117.51,43.84,256,2025-04-04
UC0684A,C0417,215.82,62.76,146,2024-10-14
U606CAA,C0417,217.58,76.14,288,2025-05-05
U28DE0D,C0417,160.68,47.95,276,2024-05-25
UF5FA75,C0418,275.97,58.74,155,2025-04-26
UA00577,C0418,304.52,41.14,139,2025-03-29
U31AE9A,C0418,305.09,15.88,91,2025-03-16
UD93CB7,C0418,13.78,57.88,72,2024-09-15
U8F1074,C0418,91.76,44.46,206,2024-05-24
UA6A1C2,C0418,255.59,2.54,105,2024-06-29
UDB40A3,C0419,189.85,77.62,251,2025-01-28
U13ADC3,C0419,270.34,63.0,146,2024-08-26
UF5CA05,C0419,170.56,56.56,197,2024-08-26
U7C7F35,C0419,444.54,17.54,296,2024-10-23
U89911B,C0419,80.22,59.91,214,2025-01-02
U2C1C89,C0419,151.06,1.94,258,2025-04-21
UF62515,C0420,119.02,12.43,177,2024-07-29
UC872C9,C0420,489.45,29.97,132,2024-08-08
UFFC4F1,C0420,47.25,13.51,201,2024-10-20
U6DD1AB,C0421,378.71,55.53,191,2024-10-09
U9C7B26,C0421,368.15,0.74,143,2024-12-13
U7D2769,C0421,420.77,25.56,227,2025-05-08
U33E266,C0421,123.88,23.27,291,2025-03-21
U2C56E8,C0421,83.84,76.6,216,2024-11-12
U526959,C0422,81.29,52.79,251,2024-12-27
UB01C5A,C0422,224.81,0.69,284,2024-08-20
U8BA580,C0422,84.59,54.59,257,2025-03-23
UB994AD,C0422,39.1,76.96,31,2024-10-01
UE7B027,C0423,80.8,25.63,270,2025-02-02
U8F5442,C0423,341.72,34.57,57,2024-11-07
UBAF8C0,C0423,318.19,52.59,122,2024-09-10
UD95C37,C0424,310.18,48.44,114,2024-09-06
U0814E6,C0424,380.37,49.22,103,2024-08-10
UADDEBE,C0424,130.43,16.06,100,2024-10-21
UD2CE9E,C0424,268.22,65.61,283,2024-05-23
UC5C979,C0424,261.06,44.36,204,2024-09-06
UFE0BE3,C0424,265.78,63.38,76,2024-05-28
UEF115E,C0425,261.24,76.79,107,2024-10-20
UA826A7,C0425,283.07,57.73,275,2024-07-24
UF0B38D,C0425,60.22,79.83,178,2025-02-26
UF28C72,C0425,98.46,11.79,170,2024-11-11
U98A40F,C0425,28.2,64.76,120,2024-06-27
UFAEF51,C0426,276.28,39.49,184,2024-09-19
U88049B,C0426,75.2,46.59,267,2025-04-27
U151A76,C0426,22.28,75.39,130,2025-05-06
U1ADC2E,C0426,462.56,47.95,15,2024-09-04
UF099E9,C0426,336.78,74.4,148,2025-03-05
U3364FC,C0426,96.49,72.74,179,2025-04-28
U91900F,C0427,275.18,37.36,78,2024-06-15
U148F0C,C0427,210.08,50.68,94,2025-02-04
U5855BD,C0427,271.96,71.91,230,2024-06-12
U61B9D4,C0428,225.78,59.41,227,2024-07-15
U72FFEC,C0428,405.2,43.29,211,2025-04-23
U3DB00B,C0428,481.3,53.82,117,2024-09-10
UC0D704,C0428,353.6,38.83,272,2025-01-20
UC7F22B,C0428,497.98,78.67,23,2024-09-22
UCE0C83,C0428,185.85,46.31,135,2024-07-22
U60D5E6,C0429,255.67,63.09,291,2024-10-02
U736AD6,C0429,121.56,3.12,110,2024-06-13
UB83B9B,C0429,349.15,22.81,217,2024-07-02
UAEF495,C0429,87.34,20.87,198,2024-08-04
UFC7DB9,C0429,67.5,56.88,123,2024-06-19
U0648E5,C0429,84.2,78.72,241,2024-11-20
U00A0D7,C0430,102.02,28.34,270,2024-07-11
U0DDBF5,C0430,272.91,62.5,56,2024-10-06
U05E10D,C0430,310.91,65.99,201,2025-02-05
UF3628F,C0430,49.72,11.73,154,2024-08-09
UBD5A32,C0430,20.5,19.44,186,2024-10-20
UBECDED,C0430,486.15,15.01,239,2024-10-14
U2F916B,C0431,425.75,48.15,178,2024-12-04
UA46CC8,C0431,243.14,12.22,203,2024-07-23
UF07E35,C0431,333.65,42.11,17,2024-09-28
U961BC8,C0431,15.51,11.62,153,2024-07-10
UEBA61F,C0431,423.31,40.9,181,2025-01-23
U6F0EBE,C0431,267.09,69.91,4,2024-12-04
U20B703,C0432,293.68,65.04,261,2024-08-11
U60A500,C0432,220.08,72.0,291,2025-01-10
U7E62FD,C0432,88.91,55.93,137,2025-02-18
U3B56A1,C0433,348.14,74.42,33,2024-10-15
UD90EB0,C0433,436.9,49.5,158,2024-05-18
UB3779E,C0433,256.58,37.64,114,2024-11-15
U702BA1,C0433,178.92,48.79,191,2024-12-06
U9AC6FF,C0433,143.88,66.99,164,2024-08-31
U85A89E,C0434,495.79,67.35,289,2024-08-04
U089114,C0434,201.96,57.41,249,2025-03-24
U49C0A2,C0434,254.74,73.48,227,2024-08-02
UA8D34E,C0434,233.7,12.39,72,2025-04-25
UE72E94,C0435,160.66,72.64,43,2024-08-30
UB976BA,C0435,380.54,26.24,123,2025-04-03
U45C3A6,C0435,126.1,3.21,75,2025-05-04
UD60927,C0435,253.42,11.3,186,2025-03-07
UE05ED8,C0435,373.65,68.56,243,2025-02-27
U637E03,C0435,422.76,64.49,240,2025-04-21
UD4C0E0,C0436,349.96,19.84,275,2024-09-07
U8C9D6F,C0436,349.02,71.82,55,2024-12-10
UEBC5E0,C0436,133.55,19.61,283,2024-12-07
UAC2E2B,C0436,194.9,47.75,5,2024-06-07
U1129E0,C0436,67.34,35.07,36,2024-10-01
U5537DC,C0436,85.92,76.55,19,2024-10-07
UDFF87F,C0437,177.6,1.01,12,2024-12-05
U7D7139,C0437,207.25,68.76,41,2025-01-20
U9A2BB4,C0437,475.95,29.59,177,2024-11-18
U9CEDB4,C0437,464.69,17.91,299,2025-02-10
U64F665,C0437,447.91,12.96,73,2025-03-13
U392888,C0437,434.65,20.86,182,2025-03-20
U407033,C0438,175.97,17.36,65,2025-05-04
U0DD8E6,C0438,57.0,59.57,274,2025-01-28
UF71C58,C0438,492.95,25.08,42,2025-03-18
UB84A97,C0438,102.87,64.23,292,2025-02-10
UFD8CE8,C0438,291.55,52.65,228,2024-05-09
UC06AC6,C0438,206.99,48.18,106,2024-09-25
U144539,C0439,126.85,6.79,222,2024-11-28
U03D447,C0439,296.06,47.19,21,2024-10-01
U961EBD,C0439,246.0,28.26,222,2024-09-10
U806AB4,C0440,357.11,1.54,220,2024-08-14
U8FE4E9,C0440,412.89,17.09,57,2024-10-29
U168C2E,C0440,328.89,5.56,71,2025-02-22
UD8979F,C0440,264.26,39.03,21,2025-01-28
U3DCD28,C0440,355.42,40.45,57,2024-06-17
U6BCCBC,C0441,232.16,15.66,12,2024-06-25
UEA93F5,C0441,346.55,46.44,117,2025-05-04
UCD8A5D,C0441,418.08,12.05,141,2025-01-21
U2FA9F4,C0442,74.84,35.54,265,2024-11-06
UA01146,C0442,295.67,60.74,289,2025-02-12
UE94FF9,C0442,204.3,40.67,120,2024-10-07
UC375D2,C0442,13.65,51.52,282,2024-12-31
UCB0D80,C0442,150.58,29.17,38,2024-11-16
UA3667F,C0443,33.19,30.97,26,2024-08-03
U282919,C0443,284.22,15.59,54,2024-11-09
UBEF101,C0443,289.77,12.41,209,2024-06-03
UCAC76A,C0443,36.15,56.28,279,2024-07-29
UCB29C7,C0443,183.4,79.91,290,2024-05-23
U3C0EEB,C0444,169.71,49.25,282,2024-08-31
UC4AEC4,C0444,43.3,77.88,139,2025-03-13
U82DDD5,C0444,481.05,47.74,123,2025-03-01
U947BB2,C0444,276.37,75.27,219,2024-12-27
U77DEC0,C0444,183.07,24.97,35,2025-04-19
U1D67E9,C0444,314.88,15.35,255,2025-03-28
U4F2A9F,C0445,346.79,30.13,261,2025-01-26
U933B84,C0445,234.11,42.59,18,2025-01-09
UCFE796,C0445,174.76,30.75,115,2024-09-23
UA4748A,C0446,430.37,74.16,24,2024-06-15
U73A2C5,C0446,418.51,31.7,3,2024-05-27
U10E466,C0446,296.36,79.94,139,2024-08-30
U1A64ED,C0447,437.09,29.18,49,2024-07-03
U506651,C0447,77.88,71.22,113,2025-04-19
U793D18,C0447,459.32,4.68,202,2024-05-19
U04875E,C0447,317.9,68.85,221,2024-11-28
U4B4974,C0447,419.8,67.79,184,2025-04-19
U5890D8,C0447,24.26,28.24,10,2024-12-30
U170B22,C0448,325.52,55.85,219,2024-10-06
U9C6E41,C0448,171.62,43.26,294,2024-06-27
U6738C6,C0448,114.25,64.45,293,2024-12-27
UF048A6,C0448,352.78,20.27,49,2024-07-11
U5A32D6,C0448,464.11,25.02,136,2024-12-12
U3352AB,C0449,236.22,70.17,21,2024-11-02
U12B0A3,C0449,355.42,26.39,78,2025-01-10
U94506A,C0449,50.5,63.36,290,2025-02-24
UD7422D,C0449,368.64,74.57,9,2024-05-13
UE06A0A,C0450,23.18,36.72,139,2024-12-06
UE2E2E3,C0450,253.57,72.79,157,2025-02-03
UD9677A,C0450,101.77,54.21,116,2024-06-20
U1E0304,C0451,49.52,6.4,297,2025-01-29
U7DD1C5,C0451,34.1,35.23,213,2024-11-19
U69C88E,C0451,383.34,11.13,248,2025-03-17
UDDB02D,C0451,230.51,79.37,282,2024-09-28
UCD368B,C0452,393.57,75.9,127,2024-11-25
U98FC85,C0452,13.64,72.55,275,2025-02-07
UEC2F78,C0452,129.25,79.74,189,2024-07-26
U6F5733,C0453,132.45,42.95,6,2024-09-19
U51C692,C0453,111.57,31.18,100,2024-06-17
U6F8BAF,C0453,371.53,14.86,226,2025-02-11
U01DB98,C0453,139.49,12.7,186,2025-02-26
U1E397D,C0454,166.75,77.17,282,2024-08-10
U1618B4,C0454,202.42,60.95,17,2025-01-01
U193DBE,C0454,376.48,76.7,283,2024-11-12
U4CD110,C0454,29.96,4.44,184,2024-08-31
U7C231A,C0454,454.64,46.27,179,2024-06-25
U8A39A6,C0454,461.17,56.11,110,2025-02-11
UD46AD0,C0455,170.54,66.66,27,2024-09-21
UDC3073,C0455,457.3,68.33,138,2024-06-17
UF331D0,C0455,118.23,43.71,170,2024-11-12
U342B41,C0456,274.82,45.01,25,2024-11-13
U877615,C0456,481.08,36.6,140,2025-01-14
UFDAD9A,C0456,313.42,58.06,54,2025-02-05
U8CD1C3,C0456,401.56,70.45,266,2024-12-05
U33706F,C0456,436.95,9.6,58,2024-07-07
U580BBD,C0456,478.03,22.05,208,2024-10-26
UB91C64,C0457,445.42,52.8,174,2025-04-20
UEDC8AE,C0457,133.74,36.6,18,2025-03-01
UA3D267,C0457,11.83,66.93,186,2025-01-29
UE281AC,C0458,423.27,72.9,200,2025-01-03
U468FB7,C0458,219.82,44.49,148,2024-12-17
U77E582,C0458,429.77,25.44,170,2025-02-10
U5956CB,C0458,125.12,69.97,204,2025-03-18
UFE0DF1,C0458,117.72,74.53,254,2025-01-11
U8FCC35,C0458,218.52,29.17,180,2025-01-09
U97EC18,C0459,92.66,18.68,144,2025-03-17
UDE10DF,C0459,462.15,63.9,119,2025-02-03
UC00B53,C0459,448.09,45.1,219,2025-05-07
U3ECD69,C0460,100.43,34.61,137,2025-03-11
U7A5AC2,C0460,260.08,25.12,55,2024-11-15
UBF8F82,C0460,267.98,31.67,159,2024-06-27
U7C634A,C0460,198.61,13.23,264,2025-01-14
UF73695,C0461,207.91,57.13,275,2024-07-31
U7EF7D2,C0461,470.83,52.91,105,2024-11-25
U55ADEB,C0461,108.37,52.83,42,2025-02-19
U2065DD,C0461,318.67,6.64,100,2024-07-02
UB676FD,C0462,221.18,65.31,227,2024-06-20
U419F66,C0462,449.38,13.53,259,2025-01-01
U9D378C,C0462,151.87,15.42,157,2025-03-26
UDF7EF9,C0462,233.56,66.52,98,2024-11-25
U315172,C0462,228.35,59.98,116,2025-01-08
UAB9581,C0463,246.47,30.73,208,2025-02-16
U9A059E,C0463,283.21,70.55,177,2024-08-03
U6D5EB0,C0463,265.9,27.62,267,2025-03-15
U580E6A,C0464,334.15,10.05,160,2024-11-15
U632277,C0464,351.15,54.62,155,2024-10-03
UE8DC1C,C0464,17.4,36.07,228,2025-04-29
UDD5735,C0464,144.2,69.29,99,2024-12-14
U61DD94,C0464,308.94,12.54,214,2025-03-08
U2CFA68,C0465,375.47,28.1,174,2025-01-31
U380FDF,C0465,225.25,47.39,28,2024-09-04
U90D56B,C0465,198.58,40.79,124,2025-04-09
U0B9577,C0466,138.65,26.64,44,2024-10-01
U51EAA2,C0466,257.96,47.99,133,2025-02-13
U6F9E08,C0466,173.53,6.7,64,2024-08-02
U7FA4EF,C0466,151.8,29.85,66,2024-07-20
UFF8E7F,C0466,261.8,34.84,159,2024-09-23
UBED93D,C0467,12.97,77.04,44,2025-04-06
UBEB7D4,C0467,338.71,4.31,194,2024-07-07
U057EC1,C0467,133.44,72.85,155,2024-09-13
U20A582,C0467,159.91,17.38,125,2024-08-21
UDE36E1,C0467,251.2,76.85,91,2024-08-22
UEF9908,C0468,57.22,29.07,48,2024-07-27
UF9048F,C0468,145.28,75.29,55,2024-06-01
U49C48A,C0468,196.0,75.64,39,2024-12-18
U714D7B,C0469,441.73,18.62,243,2024-07-17
UB2F382,C0469,218.48,77.75,138,2025-04-04
UB8820F,C0469,13.53,49.72,103,2024-10-25
U027D8B,C0469,140.89,50.53,259,2024-11-25
U58225E,C0469,43.71,49.68,249,2024-08-22
UF1B04D,C0470,291.18,38.81,52,2024-11-08
U683013,C0470,331.92,24.28,176,2024-08-09
U460657,C0470,59.81,46.84,50,2025-01-24
U1C1797,C0471,295.39,55.4,183,2024-05-31
UD561FF,C0471,170.18,62.1,277,2024-11-18
UE26F4D,C0471,248.3,17.41,281,2024-09-03
UF1DB70,C0471,27.78,69.83,89,2025-01-10
U130478,C0471,301.44,34.39,39,2025-03-15
UFA5840,C0472,272.2,19.68,266,2025-01-21
UA50E7D,C0472,264.1,5.95,276,2025-03-21
U1AD162,C0472,162.36,11.62,239,2024-11-23
UA73682,C0473,489.73,52.35,11,2025-04-13
U63255E,C0473,413.36,48.53,233,2024-07-23
U5FC652,C0473,464.75,63.12,197,2024-07-09
UFAB45B,C0473,144.98,27.56,120,2025-04-06
U31BEB4,C0474,334.87,30.52,1,2024-08-24
U7E062A,C0474,138.24,57.2,63,2025-04-04
U242105,C0474,340.3,49.37,261,2024-12-29
U8E7FD9,C0475,420.93,38.61,108,2024-11-08
UF7B9F1,C0475,35.85,14.6,193,2025-01-04
U236EDE,C0475,127.19,79.58,233,2024-08-12
UA6CC6B,C0476,91.5,62.68,113,2025-04-16
UBD85D7,C0476,418.04,49.24,165,2025-03-24
U7503DE,C0476,39.03,66.58,74,2025-04-03
UD58D40,C0476,459.23,31.17,22,2024-07-15
UDE2797,C0477,296.72,21.2,119,2024-11-18
U5C75AC,C0477,184.75,26.53,72,2025-04-22
U8142C2,C0477,90.51,60.73,187,2025-02-08
UCB280F,C0477,137.49,16.88,176,2024-07-27
U95B14D,C0477,432.0,76.93,288,2025-02-02
U458580,C0478,445.43,61.62,189,2025-05-04
U617E65,C0478,57.31,54.33,177,2024-11-23
U233641,C0478,406.58,47.2,151,2025-01-27
UA6BAE2,C0478,81.08,5.21,194,2024-12-30
UCE5293,C0478,413.74,57.34,287,2024-11-12
U4C3310,C0478,314.85,36.94,239,2025-03-17
U93A0A3,C0479,442.42,56.2,45,2024-06-01
U206DCD,C0479,136.6,56.09,58,2024-07-08
U8077BD,C0479,459.26,31.25,46,2024-07-26
UD23825,C0479,397.65,48.84,45,2024-09-26
U8C2CDC,C0479,353.59,35.02,214,2024-10-01
U0B8FA1,C0480,361.42,77.89,80,2024-09-08
U4EBC1D,C0480,352.09,73.97,88,2024-12-16
U968512,C0480,219.73,3.85,65,2025-03-25
U30CD5E,C0480,274.61,51.85,93,2024-12-30
U5DA771,C0480,91.95,41.89,104,2024-08-02
UB8D0CF,C0481,426.96,48.93,96,2024-10-25
U13B5FA,C0481,273.51,47.95,293,2024-09-19
U2E32DD,C0481,157.3,70.14,287,2025-02-27
U186F7F,C0481,286.96,12.87,32,2024-12-16
UC21D4E,C0481,324.07,22.66,248,2024-09-26
U0D2FE5,C0482,96.21,22.03,227,2025-05-05
U1F9171,C0482,234.63,32.15,161,2025-01-25
U738FA3,C0482,60.05,41.44,262,2024-06-04
UF477DB,C0482,339.86,49.63,170,2024-12-15
U1831E9,C0482,497.67,16.55,96,2024-06-30
U056A74,C0483,250.32,34.16,232,2024-08-14
UBE1B6D,C0483,38.53,6.88,1,2025-02-27
U5DD98D,C0483,48.36,10.65,36,2024-08-14
UFB311A,C0483,130.24,51.7,264,2024-09-26
U4ABDE9,C0483,251.58,62.99,134,2025-04-18
U6497BC,C0483,97.49,24.45,261,2024-09-09
U812F2C,C0484,414.02,27.2,169,2024-10-17
U7A2AB0,C0484,379.72,36.6,288,2025-03-01
UF4733B,C0484,258.18,57.12,118,2024-06-18
UF5ECA3,C0484,313.03,70.9,102,2025-04-11
UD07CF5,C0485,187.39,30.05,146,2025-03-08
U0A1F98,C0485,115.41,50.05,98,2024-08-02
U92E767,C0485,469.73,55.3,173,2024-06-28
UB60092,C0485,94.71,5.59,32,2025-03-20
U8638EB,C0486,105.89,78.81,194,2024-12-09
U0485F2,C0486,215.79,68.06,221,2024-09-19
UA2E98E,C0486,476.9,58.04,289,2025-02-17
U538D7B,C0486,406.5,58.92,77,2024-08-31
U370871,C0486,486.34,20.83,52,2024-06-17
U263312,C0486,481.62,38.33,164,2025-04-11
U7FB101,C0487,446.82,1.87,23,2024-07-24
UBCDCBD,C0487,335.59,6.61,109,2024-12-13
U961315,C0487,411.43,13.41,52,2025-01-19
UC66A93,C0487,360.71,17.17,173,2025-04-28
U9E5485,C0487,480.98,8.98,49,2025-03-29
U144D3B,C0487,431.48,33.69,262,2025-05-08
U4D8B18,C0488,76.84,12.69,181,2025-02-04
UA8AB7D,C0488,456.5,8.35,64,2024-11-25
U15B0D5,C0488,468.38,33.04,118,2024-08-27
UC1CD18,C0488,317.68,33.29,65,2025-01-14
U115FDC,C0489,154.54,25.89,243,2024-06-16
UE5029B,C0489,62.14,51.86,136,2025-04-04
UFC8D1D,C0489,167.71,66.86,201,2024-10-13
U52DF3D,C0490,276.34,35.53,281,2024-06-01
U049FCC,C0490,255.02,3.06,40,2025-02-13
UF825BB,C0490,342.71,51.29,51,2025-03-15
U2494B5,C0490,111.95,34.11,152,2025-02-01
UA9B4B9,C0490,101.24,72.56,201,2024-10-18
U17C234,C0490,103.19,28.75,137,2024-07-09
UA98131,C0491,309.31,3.73,98,2024-06-01
U7D2FF8,C0491,361.46,65.88,288,2025-01-17
UF0B741,C0491,355.79,7.38,174,2024-06-15
U7E9FC2,C0491,227.77,45.62,126,2024-07-10
UC174E6,C0491,96.23,56.4,51,2024-11-01
U8F5CEE,C0491,183.46,27.59,70,2024-09-27
U8C6FF0,C0492,483.84,75.17,240,2025-05-01
U07D4FD,C0492,224.15,62.37,195,2025-04-12
U008393,C0492,13.23,14.98,110,2024-05-25
U2CBAA9,C0492,171.57,23.09,298,2024-09-07
UEDD060,C0492,124.03,49.99,273,2024-08-26
UA192C0,C0492,222.46,48.76,40,2024-11-02
U2B803A,C0493,16.1,55.82,223,2024-11-25
U501C2E,C0493,252.77,45.73,200,2024-05-18
U99EF69,C0493,289.06,48.73,111,2024-08-01
U9FBC6F,C0493,337.26,76.08,291,2024-11-22
U1D0EA3,C0493,499.11,10.3,290,2024-11-17
U0C1FC1,C0494,285.36,65.54,235,2025-02-24
U6ED98D,C0494,143.71,9.86,120,2024-09-05
U1C2748,C0494,481.98,7.14,4,2024-07-30
U29CC91,C0494,27.7,23.48,185,2024-07-28
UC1AA9B,C0494,175.06,39.81,167,2024-12-31
U03EB1E,C0495,453.96,71.94,231,2024-09-16
U591680,C0495,113.26,16.75,84,2024-11-01
U9B45DB,C0495,440.98,3.22,258,2024-05-10
UD13FB3,C0495,389.84,47.65,205,2024-10-11
U6722F7,C0495,210.12,35.04,221,2024-11-20
UFE0866,C0495,406.55,74.85,188,2024-05-27
U0219DC,C0496,114.14,7.57,82,2025-04-02
U7F42C4,C0496,457.75,5.22,207,2024-08-18
UE04284,C0496,183.72,67.94,43,2024-09-02
U0A3EB5,C0496,159.3,49.45,236,2024-05-13
